,type,season,section,raw,nouns,cleaned,corpus_str,lemmatized,sections_cl
605,T,2020,2 GENERAL PRINCIPLES,"2.2 Amendments to the regulations
These Technical Regulations apply to the Championship taking place in the calendar year referred to in the title (“the Championship”) and may only be changed after 30 April of the preceding year with the unanimous agreement of all competitors, save for changes made by the FIA for safety reasons which may come into effect without notice or delay.
","['amendments', 'championship', 'place', 'year', 'title', 'championship', 'april', 'year', 'agreement', 'competitors', 'changes', 'fia', 'reasons', 'effect', 'notice']","['amendments', 'regulations', 'these', 'technical', 'regulations', 'apply', 'championship', 'taking', 'place', 'calendar', 'year', 'referred', 'title', 'championship', 'may', 'changed', 'april', 'preceding', 'year', 'unanimous', 'agreement', 'competitors', 'save', 'changes', 'made', 'fia', 'safety', 'reasons', 'may', 'come', 'effect', 'without', 'notice', 'delay']",amendments regulations these technical regulations apply championship taking place calendar year referred title championship may changed april preceding year unanimous agreement competitors save changes made fia safety reasons may come effect without notice delay,"['amendment', 'regulation', 'technical', 'regulation', 'apply', 'championship', 'take', 'place', 'calendar', 'year', 'refer', 'title', 'championship', 'may', 'change', 'april', 'precede', 'year', 'unanimous', 'agreement', 'competitor', 'save', 'change', 'make', 'fia', 'safety', 'reason', 'may', 'come', 'effect', 'without', 'notice', 'delay']","['general', 'principles']"
606,T,2020,2 GENERAL PRINCIPLES,"2.3 Dangerous construction
The stewards may exclude a vehicle whose construction is deemed to be dangerous.
","['construction', 'stewards', 'vehicle', 'construction']","['dangerous', 'construction', 'the', 'stewards', 'may', 'exclude', 'vehicle', 'whose', 'construction', 'deemed', 'dangerous']",dangerous construction the stewards may exclude vehicle whose construction deemed dangerous,"['dangerous', 'construction', 'steward', 'may', 'exclude', 'vehicle', 'whose', 'construction', 'deem', 'dangerous']","['general', 'principles']"
607,T,2020,2 GENERAL PRINCIPLES,"2.4 Compliance with the regulations
Automobiles must comply with these regulations in their entirety at all times during an Event.
Should a competitor introduce a new design or system or feel that any aspect of these regulations is unclear, clarification may be sought from the FIA Formula One Technical Department. If clarification relates to any new design or system, correspondence must include:
a. A full description of the design or system.
b. Drawings or schematics where appropriate.
c. The competitor's opinion concerning the immediate implications on other parts of the car of any proposed new design.
d. The competitor's opinion concerning any possible long term consequences or new developments which may come from using any such new designs or systems.
e. The precise way or ways in which the competitor feels the new design or system will enhance the performance of the car.
","['compliance', 'automobiles', 'entirety', 'times', 'event', 'competitor', 'design', 'system', 'aspect', 'clarification', 'department', 'clarification', 'design', 'system', 'correspondence', 'description', 'design', 'system', 'drawings', 'schematics', 'c.', 'opinion', 'implications', 'parts', 'car', 'design', 'opinion', 'consequences', 'developments', 'designs', 'systems', 'way', 'ways', 'competitor', 'design', 'system', 'performance', 'car']","['compliance', 'regulations', 'automobiles', 'must', 'comply', 'regulations', 'entirety', 'times', 'event', 'should', 'competitor', 'introduce', 'new', 'design', 'system', 'feel', 'aspect', 'regulations', 'unclear', 'clarification', 'may', 'sought', 'fia', 'formula', 'one', 'technical', 'department', 'if', 'clarification', 'relates', 'new', 'design', 'system', 'correspondence', 'must', 'include', 'a', 'full', 'description', 'design', 'system', 'b', 'drawings', 'schematics', 'appropriate', 'the', 'competitor', 'opinion', 'concerning', 'immediate', 'implications', 'parts', 'car', 'proposed', 'new', 'design', 'the', 'competitor', 'opinion', 'concerning', 'possible', 'long', 'term', 'consequences', 'new', 'developments', 'may', 'come', 'using', 'new', 'designs', 'systems', 'the', 'precise', 'way', 'ways', 'competitor', 'feels', 'new', 'design', 'system', 'enhance', 'performance', 'car']",compliance regulations automobiles must comply regulations entirety times event should competitor introduce new design system feel aspect regulations unclear clarification may sought fia formula one technical department if clarification relates new design system correspondence must include a full description design system b drawings schematics appropriate the competitor opinion concerning immediate implications parts car proposed new design the competitor opinion concerning possible long term consequences new developments may come using new designs systems the precise way ways competitor feels new design system enhance performance car,"['compliance', 'regulation', 'automobile', 'must', 'comply', 'regulation', 'entirety', 'time', 'event', 'competitor', 'introduce', 'new', 'design', 'system', 'feel', 'aspect', 'regulation', 'unclear', 'clarification', 'may', 'seek', 'fia', 'formula', 'one', 'technical', 'department', 'clarification', 'relate', 'new', 'design', 'system', 'correspondence', 'must', 'include', 'full', 'description', 'design', 'system', 'b', 'draw', 'schematic', 'appropriate', 'competitor', 'opinion', 'concern', 'immediate', 'implication', 'part', 'car', 'propose', 'new', 'design', 'competitor', 'opinion', 'concern', 'possible', 'long', 'term', 'consequence', 'new', 'development', 'may', 'come', 'use', 'new', 'design', 'system', 'precise', 'way', 'way', 'competitor', 'feel', 'new', 'design', 'system', 'enhance', 'performance', 'car']","['general', 'principles']"
608,T,2020,2 GENERAL PRINCIPLES,"2.5 New systems or technologies
Any new system, procedure or technology not specifically covered by these regulations, but which is deemed permissible by the FIA Formula One Technical Department, will only be admitted until the end of the Championship during which it is introduced. Following this the Formula One Commission will be asked to review the technology concerned and, if they feel it adds no value to Formula One in general, it will be specifically prohibited.
Any team whose technology is prohibited in this way will then be required to publish full technical details of the relevant system or procedure.
","['systems', 'technologies', 'system', 'procedure', 'technology', 'department', 'end', 'championship', 'commission', 'technology', 'value', 'formula', 'team', 'technology', 'way', 'details', 'system', 'procedure']","['new', 'systems', 'technologies', 'any', 'new', 'system', 'procedure', 'technology', 'specifically', 'covered', 'regulations', 'deemed', 'permissible', 'fia', 'formula', 'one', 'technical', 'department', 'admitted', 'end', 'championship', 'introduced', 'following', 'formula', 'one', 'commission', 'asked', 'review', 'technology', 'concerned', 'feel', 'adds', 'value', 'formula', 'one', 'general', 'specifically', 'prohibited', 'any', 'team', 'whose', 'technology', 'prohibited', 'way', 'required', 'publish', 'full', 'technical', 'details', 'relevant', 'system', 'procedure']",new systems technologies any new system procedure technology specifically covered regulations deemed permissible fia formula one technical department admitted end championship introduced following formula one commission asked review technology concerned feel adds value formula one general specifically prohibited any team whose technology prohibited way required publish full technical details relevant system procedure,"['new', 'system', 'technology', 'new', 'system', 'procedure', 'technology', 'specifically', 'cover', 'regulation', 'deem', 'permissible', 'fia', 'formula', 'one', 'technical', 'department', 'admit', 'end', 'championship', 'introduce', 'follow', 'formula', 'one', 'commission', 'ask', 'review', 'technology', 'concern', 'feel', 'add', 'value', 'formula', 'one', 'general', 'specifically', 'prohibit', 'team', 'whose', 'technology', 'prohibit', 'way', 'require', 'publish', 'full', 'technical', 'detail', 'relevant', 'system', 'procedure']","['general', 'principles']"
609,T,2020,2 GENERAL PRINCIPLES,"2.6 Measurements
All measurements must be made while the car is stationary on a flat horizontal surface.
","['measurements', 'measurements', 'car', 'surface']","['measurements', 'all', 'measurements', 'must', 'made', 'car', 'stationary', 'flat', 'horizontal', 'surface']",measurements all measurements must made car stationary flat horizontal surface,"['measurement', 'measurement', 'must', 'make', 'car', 'stationary', 'flat', 'horizontal', 'surface']","['general', 'principles']"
610,T,2020,2 GENERAL PRINCIPLES,"2.7 Duty of Competitor
It is the duty of each competitor to satisfy the FIA technical delegate and the stewards that his automobile complies with these regulations in their entirety at all times during an Event.
The design of the car, its components and systems shall, with the exception of safety features, demonstrate their compliance with these regulations by means of physical inspection of hardware or materials. No mechanical design may rely upon software inspection as a means of ensuring its compliance.
Due to their nature, the compliance of electronic systems may be assessed by means of inspection of hardware, software and data.
","['duty', 'competitor', 'it', 'duty', 'competitor', 'delegate', 'stewards', 'entirety', 'times', 'event', 'design', 'car', 'components', 'systems', 'exception', 'features', 'compliance', 'means', 'inspection', 'hardware', 'materials', 'design', 'inspection', 'means', 'compliance', 'nature', 'compliance', 'systems', 'means', 'inspection', 'hardware', 'software', 'data']","['duty', 'competitor', 'it', 'duty', 'competitor', 'satisfy', 'fia', 'technical', 'delegate', 'stewards', 'automobile', 'complies', 'regulations', 'entirety', 'times', 'event', 'the', 'design', 'car', 'components', 'systems', 'shall', 'exception', 'safety', 'features', 'demonstrate', 'compliance', 'regulations', 'means', 'physical', 'inspection', 'hardware', 'materials', 'no', 'mechanical', 'design', 'may', 'rely', 'upon', 'software', 'inspection', 'means', 'ensuring', 'compliance', 'due', 'nature', 'compliance', 'electronic', 'systems', 'may', 'assessed', 'means', 'inspection', 'hardware', 'software', 'data']",duty competitor it duty competitor satisfy fia technical delegate stewards automobile complies regulations entirety times event the design car components systems shall exception safety features demonstrate compliance regulations means physical inspection hardware materials no mechanical design may rely upon software inspection means ensuring compliance due nature compliance electronic systems may assessed means inspection hardware software data,"['duty', 'competitor', 'duty', 'competitor', 'satisfy', 'fia', 'technical', 'delegate', 'steward', 'automobile', 'comply', 'regulation', 'entirety', 'time', 'event', 'design', 'car', 'component', 'system', 'shall', 'exception', 'safety', 'feature', 'demonstrate', 'compliance', 'regulation', 'mean', 'physical', 'inspection', 'hardware', 'material', 'mechanical', 'design', 'may', 'rely', 'upon', 'software', 'inspection', 'mean', 'ensure', 'compliance', 'due', 'nature', 'compliance', 'electronic', 'system', 'may', 'assess', 'mean', 'inspection', 'hardware', 'software', 'data']","['general', 'principles']"
611,T,2020,"3 BODYWORK AND DIMENSIONS: Definitins, Height and Front Wings","
3.1 Definitions
3.1.1 Wheel centre line
The centre line of any wheel shall be deemed to be half way between two straight edges, perpendicular to the surface on which the car is standing, placed against opposite sides of the complete wheel at the centre of the tyre tread.
3.1.2 Height measurements
All height measurements will be taken normal to and from the reference plane defined in Article 3.7.1.
3.1.3 Distances
All measurements relative to wheel centre lines, car centre plane and survival cell planes (referring to Drawing 5) will be taken parallel to the reference plane defined in Article 3.7.1.
","['definitions', 'line', 'line', 'wheel', 'way', 'edges', 'surface', 'car', 'sides', 'wheel', 'centre', 'tread', 'measurements', 'measurements', 'plane', 'distances', 'measurements', 'lines', 'plane', 'planes', 'plane']","['definitions', 'wheel', 'centre', 'line', 'the', 'centre', 'line', 'wheel', 'shall', 'deemed', 'half', 'way', 'two', 'straight', 'edges', 'perpendicular', 'surface', 'car', 'standing', 'placed', 'opposite', 'sides', 'complete', 'wheel', 'centre', 'tyre', 'tread', 'height', 'measurements', 'all', 'height', 'measurements', 'taken', 'normal', 'reference', 'plane', 'defined', 'article', 'distances', 'all', 'measurements', 'relative', 'wheel', 'centre', 'lines', 'car', 'centre', 'plane', 'survival', 'cell', 'planes', 'referring', 'drawing', 'taken', 'parallel', 'reference', 'plane', 'defined', 'article']",definitions wheel centre line the centre line wheel shall deemed half way two straight edges perpendicular surface car standing placed opposite sides complete wheel centre tyre tread height measurements all height measurements taken normal reference plane defined article distances all measurements relative wheel centre lines car centre plane survival cell planes referring drawing taken parallel reference plane defined article,"['definition', 'wheel', 'centre', 'line', 'centre', 'line', 'wheel', 'shall', 'deem', 'half', 'way', 'two', 'straight', 'edge', 'perpendicular', 'surface', 'car', 'stand', 'place', 'opposite', 'side', 'complete', 'wheel', 'centre', 'tyre', 'tread', 'height', 'measurement', 'height', 'measurement', 'take', 'normal', 'reference', 'plane', 'define', 'article', 'distance', 'measurement', 'relative', 'wheel', 'centre', 'line', 'car', 'centre', 'plane', 'survival', 'cell', 'plane', 'refer', 'draw', 'take', 'parallel', 'reference', 'plane', 'define', 'article']","['bodywork', 'height', 'front', 'wings']"
612,T,2020,"3 BODYWORK AND DIMENSIONS: Definitins, Height and Front Wings","3.2 Overall dimensions
3.2.1 Height
No part of the bodywork may be more than 950mm above the reference plane.
3.2.2 Width
The overall width of the car, excluding tyres, must not exceed 2000mm with the steered wheels in the straight ahead position.
Bodywork width between the front and the rear wheel centre lines must not exceed 1600mm.
3.2.3 Overhangs
No part of the car may be more than 810mm behind the rear wheel centre line or more than 1225mm in front of the front wheel centre line.
","['dimensions', 'height', 'bodywork', 'plane', 'width', 'width', 'car', 'tyres', 'wheels', 'position', 'width', 'lines', 'overhangs', 'car', 'line', 'line']","['overall', 'dimensions', 'height', 'no', 'part', 'bodywork', 'may', 'mm', 'reference', 'plane', 'width', 'the', 'overall', 'width', 'car', 'excluding', 'tyres', 'must', 'exceed', 'mm', 'steered', 'wheels', 'straight', 'ahead', 'position', 'bodywork', 'width', 'front', 'rear', 'wheel', 'centre', 'lines', 'must', 'exceed', 'mm', 'overhangs', 'no', 'part', 'car', 'may', 'mm', 'behind', 'rear', 'wheel', 'centre', 'line', 'mm', 'front', 'front', 'wheel', 'centre', 'line']",overall dimensions height no part bodywork may mm reference plane width the overall width car excluding tyres must exceed mm steered wheels straight ahead position bodywork width front rear wheel centre lines must exceed mm overhangs no part car may mm behind rear wheel centre line mm front front wheel centre line,"['overall', 'dimension', 'height', 'part', 'bodywork', 'may', 'mm', 'reference', 'plane', 'width', 'overall', 'width', 'car', 'exclude', 'tyre', 'must', 'exceed', 'mm', 'steer', 'wheel', 'straight', 'ahead', 'position', 'bodywork', 'width', 'front', 'rear', 'wheel', 'centre', 'line', 'must', 'exceed', 'mm', 'overhang', 'part', 'car', 'may', 'mm', 'behind', 'rear', 'wheel', 'centre', 'line', 'mm', 'front', 'front', 'wheel', 'centre', 'line']","['bodywork', 'height', 'front', 'wings']"
613,T,2020,"3 BODYWORK AND DIMENSIONS: Definitins, Height and Front Wings","3.3 Front wing
3.3.1 Mandatory central section
Any vertical section taken parallel to the car centre plane through bodywork located more than 450mm forward of the front wheel centre line, less than 250mm from the car centre plane, and less than 125mm above the reference plane must only contain a single section, which:
a. Conforms to the profile and incidence defined by the coordinates specified in Drawing 7 (with the exception of local changes of section where the bodywork defined in Article 3.3.2 attaches) with a manufacturing tolerance of +/-0.500mm.
b. Lower trailing edge point, as defined in Drawing 7, is 86.650mm above the reference plane with a manufacturing tolerance of +/-2.000mm.
c. Has its forward most point lying on a curve, when viewed from above, defined by:
i. A diagonal line from a point 1225mm forward of the front wheel centre line and on the car centre plane to a point 1025mm in front of the front wheel centre line and 1000mm from the car centre plane.
ii. A 500mm radius tangent to this line and perpendicular to the car centre plane at the car centre plane with its centre less than 1225mm forward of the front wheel centre line. Once the 500mm radius is defined, the diagonal line is trimmed to the intersection point with the radius, retaining the outboard segment.
with a manufacturing tolerance of 2.000mm behind this curve only.
The above tolerances are to help overcome any possible manufacturing problems, and not to permit any design which may contravene any part of these regulations.
Furthermore, bodywork in this area may not contain any closed channel the effect of which is to duct air directly or indirectly to or from the external air stream for any purpose other than data acquisition.
","['wing', 'plane', 'bodywork', 'line', 'plane', 'plane', 'profile', 'incidence', 'coordinates', 'exception', 'changes', 'bodywork', 'tolerance', 'point', 'drawing', 'plane', 'tolerance', 'c.', 'point', 'curve', 'line', 'line', 'plane', 'line', 'plane', 'ii', 'line', 'plane', 'plane', 'centre', 'line', 'radius', 'line', 'point', 'radius', 'segment', 'tolerance', 'curve', 'tolerances', 'problems', 'design', 'area', 'channel', 'effect', 'air', 'stream', 'purpose', 'acquisition']","['front', 'wing', 'mandatory', 'central', 'section', 'any', 'vertical', 'section', 'taken', 'parallel', 'car', 'centre', 'plane', 'bodywork', 'located', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'less', 'mm', 'car', 'centre', 'plane', 'less', 'mm', 'reference', 'plane', 'must', 'contain', 'single', 'section', 'conforms', 'profile', 'incidence', 'defined', 'coordinates', 'specified', 'drawing', 'exception', 'local', 'changes', 'section', 'bodywork', 'defined', 'article', 'attaches', 'manufacturing', 'tolerance', 'b', 'lower', 'trailing', 'edge', 'point', 'defined', 'drawing', 'reference', 'plane', 'manufacturing', 'tolerance', 'has', 'forward', 'point', 'lying', 'curve', 'viewed', 'defined', 'a', 'diagonal', 'line', 'point', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'car', 'centre', 'plane', 'point', 'mm', 'front', 'front', 'wheel', 'centre', 'line', 'mm', 'car', 'centre', 'plane', 'ii', 'a', 'mm', 'radius', 'tangent', 'line', 'perpendicular', 'car', 'centre', 'plane', 'car', 'centre', 'plane', 'centre', 'less', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'once', 'mm', 'radius', 'defined', 'diagonal', 'line', 'trimmed', 'intersection', 'point', 'radius', 'retaining', 'outboard', 'segment', 'manufacturing', 'tolerance', 'behind', 'curve', 'the', 'tolerances', 'help', 'overcome', 'possible', 'manufacturing', 'problems', 'permit', 'design', 'may', 'contravene', 'part', 'regulations', 'furthermore', 'bodywork', 'area', 'may', 'contain', 'closed', 'channel', 'effect', 'duct', 'air', 'directly', 'indirectly', 'external', 'air', 'stream', 'purpose', 'data', 'acquisition']",front wing mandatory central section any vertical section taken parallel car centre plane bodywork located mm forward front wheel centre line less mm car centre plane less mm reference plane must contain single section conforms profile incidence defined coordinates specified drawing exception local changes section bodywork defined article attaches manufacturing tolerance b lower trailing edge point defined drawing reference plane manufacturing tolerance has forward point lying curve viewed defined a diagonal line point mm forward front wheel centre line car centre plane point mm front front wheel centre line mm car centre plane ii a mm radius tangent line perpendicular car centre plane car centre plane centre less mm forward front wheel centre line once mm radius defined diagonal line trimmed intersection point radius retaining outboard segment manufacturing tolerance behind curve the tolerances help overcome possible manufacturing problems permit design may contravene part regulations furthermore bodywork area may contain closed channel effect duct air directly indirectly external air stream purpose data acquisition,"['front', 'wing', 'mandatory', 'central', 'section', 'vertical', 'section', 'take', 'parallel', 'car', 'centre', 'plane', 'bodywork', 'locate', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'le', 'mm', 'car', 'centre', 'plane', 'le', 'mm', 'reference', 'plane', 'must', 'contain', 'single', 'section', 'conform', 'profile', 'incidence', 'define', 'coordinate', 'specify', 'draw', 'exception', 'local', 'change', 'section', 'bodywork', 'define', 'article', 'attache', 'manufacture', 'tolerance', 'b', 'low', 'trail', 'edge', 'point', 'define', 'draw', 'reference', 'plane', 'manufacture', 'tolerance', 'forward', 'point', 'lie', 'curve', 'view', 'define', 'diagonal', 'line', 'point', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'car', 'centre', 'plane', 'point', 'mm', 'front', 'front', 'wheel', 'centre', 'line', 'mm', 'car', 'centre', 'plane', 'ii', 'mm', 'radius', 'tangent', 'line', 'perpendicular', 'car', 'centre', 'plane', 'car', 'centre', 'plane', 'centre', 'le', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'mm', 'radius', 'define', 'diagonal', 'line', 'trim', 'intersection', 'point', 'radius', 'retain', 'outboard', 'segment', 'manufacture', 'tolerance', 'behind', 'curve', 'tolerance', 'help', 'overcome', 'possible', 'manufacture', 'problem', 'permit', 'design', 'may', 'contravene', 'part', 'regulation', 'furthermore', 'bodywork', 'area', 'may', 'contain', 'close', 'channel', 'effect', 'duct', 'air', 'directly', 'indirectly', 'external', 'air', 'stream', 'purpose', 'data', 'acquisition']","['bodywork', 'height', 'front', 'wings']"
614,T,2020,"3 BODYWORK AND DIMENSIONS: Definitins, Height and Front Wings","3.3.2 Pylons
Any horizontal section taken through bodywork located forward of a point lying 450mm forward of the front wheel centre line, less than 250mm from the car centre plane, and between 125mm and 135mm above the reference plane, may only contain two closed symmetrical sections with a maximum total area of 5,000mm2. The thickness of each section may not exceed 25mm when measured perpendicular to the car centre plane.
Once fully defined, the sections at 125mm above the reference plane must be projected vertically to join the profile required by Article 3.3.1. A radius no greater than 10mm may be used where these sections join.
","['pylons', 'bodywork', 'point', 'line', 'plane', 'plane', 'sections', 'area', 'thickness', 'plane', 'sections', 'plane', 'profile', 'radius', 'sections']","['pylons', 'any', 'horizontal', 'section', 'taken', 'bodywork', 'located', 'forward', 'point', 'lying', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'less', 'mm', 'car', 'centre', 'plane', 'mm', 'mm', 'reference', 'plane', 'may', 'contain', 'two', 'closed', 'symmetrical', 'sections', 'maximum', 'total', 'area', 'the', 'thickness', 'section', 'may', 'exceed', 'measured', 'perpendicular', 'car', 'centre', 'plane', 'once', 'fully', 'defined', 'sections', 'mm', 'reference', 'plane', 'must', 'projected', 'vertically', 'join', 'profile', 'required', 'article', 'a', 'radius', 'greater', 'may', 'used', 'sections', 'join']",pylons any horizontal section taken bodywork located forward point lying mm forward front wheel centre line less mm car centre plane mm mm reference plane may contain two closed symmetrical sections maximum total area the thickness section may exceed measured perpendicular car centre plane once fully defined sections mm reference plane must projected vertically join profile required article a radius greater may used sections join,"['pylon', 'horizontal', 'section', 'take', 'bodywork', 'locate', 'forward', 'point', 'lie', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'le', 'mm', 'car', 'centre', 'plane', 'mm', 'mm', 'reference', 'plane', 'may', 'contain', 'two', 'close', 'symmetrical', 'section', 'maximum', 'total', 'area', 'thickness', 'section', 'may', 'exceed', 'measure', 'perpendicular', 'car', 'centre', 'plane', 'fully', 'define', 'section', 'mm', 'reference', 'plane', 'must', 'project', 'vertically', 'join', 'profile', 'require', 'article', 'radius', 'great', 'may', 'use', 'section', 'join']","['bodywork', 'height', 'front', 'wings']"
615,T,2020,"3 BODYWORK AND DIMENSIONS: Definitins, Height and Front Wings","3.3.3 Overall dimensions
All bodywork situated forward of a point lying 330mm behind the front wheel centre line, and more than 250mm from the car centre plane, must be no less than 75mm and no more than 300mm above the reference plane.
When viewed from above, this bodywork must lie within the area enclosed by the intersection of four lines:
a. A diagonal line from a point 1225mm forward of the front wheel centre line and on the car centre plane to a point 1025mm in front of the front wheel centre line and 1000mm from the car centre plane.
b. A longitudinal line parallel to and 1000mm from the car centre plane.
c. A diagonal line from a point 650mm forward of the front wheel centre line and on the car centre plane to a point 450mm in front of the front wheel centre line and 1000mm from the car centre plane.
d. A longitudinal line parallel to and 250mm from the car centre plane.
","['dimensions', 'bodywork', 'point', 'line', 'plane', 'plane', 'bodywork', 'area', 'intersection', 'lines', 'line', 'line', 'plane', 'line', 'plane', 'line', 'plane', 'line', 'line', 'plane', 'line', 'plane', 'd.', 'line', 'plane']","['overall', 'dimensions', 'all', 'bodywork', 'situated', 'forward', 'point', 'lying', 'mm', 'behind', 'front', 'wheel', 'centre', 'line', 'mm', 'car', 'centre', 'plane', 'must', 'less', 'mm', 'reference', 'plane', 'when', 'viewed', 'bodywork', 'must', 'lie', 'within', 'area', 'enclosed', 'intersection', 'four', 'lines', 'a', 'diagonal', 'line', 'point', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'car', 'centre', 'plane', 'point', 'mm', 'front', 'front', 'wheel', 'centre', 'line', 'mm', 'car', 'centre', 'plane', 'b', 'a', 'longitudinal', 'line', 'parallel', 'mm', 'car', 'centre', 'plane', 'a', 'diagonal', 'line', 'point', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'car', 'centre', 'plane', 'point', 'mm', 'front', 'front', 'wheel', 'centre', 'line', 'mm', 'car', 'centre', 'plane', 'a', 'longitudinal', 'line', 'parallel', 'mm', 'car', 'centre', 'plane']",overall dimensions all bodywork situated forward point lying mm behind front wheel centre line mm car centre plane must less mm reference plane when viewed bodywork must lie within area enclosed intersection four lines a diagonal line point mm forward front wheel centre line car centre plane point mm front front wheel centre line mm car centre plane b a longitudinal line parallel mm car centre plane a diagonal line point mm forward front wheel centre line car centre plane point mm front front wheel centre line mm car centre plane a longitudinal line parallel mm car centre plane,"['overall', 'dimension', 'bodywork', 'situate', 'forward', 'point', 'lie', 'mm', 'behind', 'front', 'wheel', 'centre', 'line', 'mm', 'car', 'centre', 'plane', 'must', 'le', 'mm', 'reference', 'plane', 'view', 'bodywork', 'must', 'lie', 'within', 'area', 'enclose', 'intersection', 'four', 'line', 'diagonal', 'line', 'point', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'car', 'centre', 'plane', 'point', 'mm', 'front', 'front', 'wheel', 'centre', 'line', 'mm', 'car', 'centre', 'plane', 'b', 'longitudinal', 'line', 'parallel', 'mm', 'car', 'centre', 'plane', 'diagonal', 'line', 'point', 'mm', 'forward', 'front', 'wheel', 'centre', 'line', 'car', 'centre', 'plane', 'point', 'mm', 'front', 'front', 'wheel', 'centre', 'line', 'mm', 'car', 'centre', 'plane', 'longitudinal', 'line', 'parallel', 'mm', 'car', 'centre', 'plane']","['bodywork', 'height', 'front', 'wings']"
616,T,2020,"3 BODYWORK AND DIMENSIONS: Definitins, Height and Front Wings","3.3.4 Definition of components
On each side of the car, the volume described in Article 3.3.3 can only contain the following components:
a. The front wing endplate defined in Article 3.3.5.
b. The front wing profiles defined in Article 3.3.6.
c. A maximum of two front wing strakes as defined in Article 3.3.8.
d. The front wing auxiliary components defined in Article 3.3.9.
","['definition', 'components', 'car', 'volume', 'components', 'a.', 'endplate', 'b.', 'profiles', 'maximum', 'strakes', 'd.', 'components']","['definition', 'components', 'on', 'side', 'car', 'volume', 'described', 'article', 'contain', 'following', 'components', 'the', 'front', 'wing', 'endplate', 'defined', 'article', 'b', 'the', 'front', 'wing', 'profiles', 'defined', 'article', 'a', 'maximum', 'two', 'front', 'wing', 'strakes', 'defined', 'article', 'the', 'front', 'wing', 'auxiliary', 'components', 'defined', 'article']",definition components on side car volume described article contain following components the front wing endplate defined article b the front wing profiles defined article a maximum two front wing strakes defined article the front wing auxiliary components defined article,"['definition', 'component', 'side', 'car', 'volume', 'describe', 'article', 'contain', 'follow', 'component', 'front', 'wing', 'endplate', 'define', 'article', 'b', 'front', 'wing', 'profile', 'define', 'article', 'maximum', 'two', 'front', 'wing', 'strake', 'define', 'article', 'front', 'wing', 'auxiliary', 'component', 'define', 'article']","['bodywork', 'height', 'front', 'wings']"
